52	0.771	0.955	0.64	0.672
53	0.629	0.756	0.203	0.391
54	0.75	0.562	0.261	0.943
55	0.918	0.944	0.016	0.76
56	0.149	0.108	0.209	0.141
57	0.404	0.436	0.706	0.09
58	0.106	0.86	0.272	0.747
59	0.377	0.375	0.288	0.58
60	0.595	0.33	0.328	0.856
61	0.292	0.775	0.217	0.308
62	0.85	0.456	0.642	0.059
63	0.933	0.463	0.033	0.639
64	0.35	0.746	0.413	0.622
65	0.945	0.999	0.867	0.233
66	0.633	0.828	0.909	0.961
67	0.181	0.253	0.459	0.398
68	0.993	0.248	0.017	0.636
69	0.614	0.568	0.769	0.647
70	0.321	0.998	0.953	0.734
71	0.445	0.679	0.619	0.313
72	0.198	0.946	0.74	0.106
73	0.424	0.287	0.159	0.883
74	0.719	0.876	0.933	0.736
75	0.239	0.35	0.08	0.008
76	0.288	0.329	0.995	0.241
77	0.615	0.686	0.743	0.234
78	0.655	0.432	0.945	0.395
79	0.852	0.819	0.826	0.011
80	0.511	0.73	0.578	0.444
81	0.089	0.683	0.816	0.17
82	0.814	0.457	0.02	0.809
83	0.084	0.425	0.385	0.826
84	0.384	0.481	0.091	0.329
85	0.629	0.181	0.694	0.455
86	0.396	0.966	0.921	0.974
87	0.387	0.063	0.093	0.204
88	0.784	0.018	0.69	0.804
89	0.388	0.888	0.252	0.773
90	0.911	0.157	0.195	0.002
91	0.071	0.631	0.667	0.765
92	0.858	0.161	0.053	0.779
93	0.463	0.166	0.198	0.556
94	0.431	0.34	0.388	0.121
95	0.215	0.509	0.031	0.467
96	0.745	0.378	0.44	0.941
97	0.926	0.011	0.01	0.593
98	0.097	0.451	0.937	0.15
99	0.072	0.613	0.396	0.27
100	0.766	0.701	0.509	0.155
101	0.652	0.37	0.331	0.684
102	0.614	0.429	0.215	0.054
103	0.594	0.98	0.381	0.605
104	0.157	0.702	0.023	0.095
105	0.253	0.167	0.464	0.649
106	0.633	0.416	0.138	0.142
107	0.96	0.794	0.94	0.291
108	0.777	0.905	0.908	0.992
109	0.278	0.586	0.939	0.659
110	0.511	0.816	0.893	0.534
111	0.744	0.787	0.078	0.209
112	0.515	0.842	0.852	0.653
113	0.422	0.613	0.778	0.362
114	0.256	0.139	0.809	0.164
115	0.768	0.441	0.718	0.707
116	0.909	0.218	0.916	0.802
117	0.827	0.546	0.539	0.905
118	0.976	0.419	0.597	0.828
119	0.58	0.25	0.685	0.358
120	0.589	0.614	0.751	0.398
121	0.882	0.166	0.22	0.6
122	0.32	0.509	0.09	0.236
123	0.842	0.063	0.857	0.382
124	0.612	0.357	0.387	0.209
125	0.459	0.789	0.434	0.144
126	0.046	0.733	0.762	0.797
127	0.54	0.68	0.297	0.76
128	0.169	0.079	0.789	0.26
129	0.1	0.102	0.378	0.957
130	0.346	0.569	0.841	0.732
131	0.026	0.192	0.567	0.46
132	0.714	0.507	0.069	0.476
133	0.2	0.016	0.983	0.497
134	0.263	0.666	0.855	0.052
135	0.17	0.152	0.028	0.548
136	0.512	0.894	0.679	0.353
137	0.457	0.379	0.818	0.024
138	0.154	0.738	0.346	0.223
139	0.65	0.423	0.23	0.633
140	0.005	0.896	0.586	0.86
141	0.512	0.031	0.1	0.541
142	0.21	0.052	0.473	0.889
143	0.1	0.345	0.785	0.918
144	0.624	0.072	0.108	0.97
145	0.322	0.619	0.719	0.552
146	0.639	0.557	0.149	0.225
147	0.097	0.738	0.448	0.198
148	0.028	0.407	0.331	0.501
149	0.736	0.601	0.641	0.521
150	0.011	0.145	0.59	0.118
151	0.886	0.44	0.734	0.604
152	0.986	0.243	0.549	0.135
153	0.967	0.232	0.205	0.415
154	0.484	0.443	0.837	0.814
155	0.133	0.55	0.544	0.774
156	0.063	0.785	0.215	0.653
157	0.33	0.539	0.344	0.064
158	0.336	0.05	0.386	0.885
159	0.854	0.852	0.417	0.059
160	0.847	0.543	0.71	0.684
161	0.654	0.816	0.907	0.198
162	0.978	0.261	0.376	0.193
163	0.279	0.523	0.452	0.623
164	0.595	0.959	0.637	0.981
165	0.821	0.834	0.696	0.238
166	0.962	0.085	0.436	0.672
167	0.792	0.326	0.585	0.699
168	0.176	0.677	0.785	0.551
169	0.699	0.831	0.393	0.151
170	0.98	0.746	0.413	0.616
171	0.257	0.438	0.561	0.952
172	0.454	0.915	0.761	0.889
173	0.529	0.682	0.913	0.114
174	0.437	0.289	0.058	0.222
175	0.928	0.92	0.671	0.321
176	0.125	0.301	0.817	0.538
177	0.544	0.795	0.355	0.104
178	0.03	0.558	0.661	0.791
179	0.248	0.32	0.129	0.161
180	0.51	0.598	0.724	0.568
181	0.564	0.496	0.74	0.236
182	0.811	0.361	0.117	0.628
183	0.034	0.172	0.693	0.389
184	0.44	0.419	0.834	0.101
185	0.281	0.349	0.53	0.41
186	0.965	0.92	0.108	0.688
187	0.928	0.252	0.984	0.668
188	0.8	0.479	0.849	0.917
189	0.748	0.951	0.279	0.441
190	0.555	0.881	0.759	0.389
191	0.969	0.67	0.332	0.499
192	0.842	0.464	0.001	0.951
193	0.489	0.879	0.404	0.473
194	0.892	0.273	0.026	0.741
195	0.134	0.489	0.141	0.413
196	0.481	0.968	0.811	0.24
197	0.794	0.209	0.028	0.126
198	0.109	0.968	0.172	0.11
199	0.323	0.6	0.798	0.728
200	0.345	0.62	0.346	0.371
201	0.536	0.505	0.85	0.677
202	0.78	0.158	0.886	0.592
203	0.244	0.386	0.607	0.272
204	0.315	0.38	0.48	0.486
205	0.399	0.81	0.09	0.197
206	0.163	0.542	0.157	0.509
207	0.518	0.045	0.418	0.368
208	0.336	0.148	0.88	0.222
209	0.279	0.466	0.126	0.886
210	0.637	0.2	0.118	0.117
211	0.608	0.516	0.497	0.699
212	0.034	0.862	0.255	0.191
213	0.168	0.71	0.415	0.586
214	0.137	0.922	0.226	0.017
215	0.966	0.296	0.609	0.092
216	0.346	0.729	0.382	0.464
217	0.069	0.072	0.363	0.566
218	0.076	0.6	0.633	0.331
219	0.003	0.499	0.501	0.418
220	0.578	0.555	0.006	0.805
221	0.15	0.771	0.868	0.759
222	0.05	0.106	0.592	0.432
223	0.438	0.501	0.642	0.801
224	0.413	0.877	0.666	0.046
225	0.457	0.049	0.706	0.957
226	0.791	0.536	0.021	0.797
227	0.593	0.947	0.111	0.461
228	0.974	0.511	0.812	0.566
229	0.382	0.004	0.444	0.024
230	0.511	0.438	0.682	0.177
231	0.889	0.634	0.532	0.595
232	0.999	0.386	0.127	0.02
233	0.468	0.613	0.131	0.579
234	0.837	0.553	0.586	0.649
235	0.529	0.031	0.123	0.973
236	0.928	0.484	0.493	0.61
237	0.977	0.499	0.295	0.509
238	0.886	0.507	0.48	0.013
239	0.664	0.48	0.14	0.795
240	0.214	0.632	0.613	0.799
241	0.732	0.328	0.313	0.855
242	0.368	0.784	0.786	0.861
243	0.447	0.838	0.892	0.741
244	0.987	0.627	0.854	0.467
245	0.381	0.131	0.12	0.521
246	0.18	0.734	0.557	0.792
247	0.838	0.524	0.862	0.151
248	0.164	0.519	0.163	0.95
249	0.557	0.397	0.218	0.45
250	0.565	0.436	0.765	0.419
251	0.405	0.799	0.034	0.525
252	0.959	0.705	0.054	0.516
253	0.588	0.355	0.022	0.451
254	0.402	0.615	0.025	0.565
255	0.405	0.122	0.962	0.623
256	0.1	0.188	0.008	0.866
257	0.911	0.271	0.406	0.945
258	0.726	0.904	0.501	0.78
259	0.998	0.369	0.775	0.02
260	0.281	0.422	0.435	0.306
261	0	0.711	0.11	0.962
262	0.681	0.062	0.522	0.689
263	0.128	0.6	0.199	0.534
264	0.994	0.26	0.449	0.495
265	0.869	0.494	0.409	0.645
266	0.229	0.926	0.936	0.663
267	0.924	0.663	0.942	0.033
268	0.276	0.714	0.688	0.798
269	0.616	0.926	0.004	0.815
270	0.549	0.809	0.72	0.998
271	0.76	0.868	0.798	0.169
272	0.313	0.397	0.438	0.249
273	0.669	0.173	0.724	0.611
274	0.349	0.887	0.92	0.037
275	0.324	0.654	0.611	0.328
276	0.07	0.877	0.277	0.79
277	0.582	0.55	0.742	0.38
278	0.255	0.693	0.115	0.692
279	0.176	0.361	0.115	0.9
280	0.32	0.249	0.86	0.24
281	0.545	0.564	0.94	0.155
282	0.408	0.226	0.768	0.686
283	0.643	0.268	0.565	0.386
284	0.284	0.64	0.341	0.399
285	0.283	0.575	0.694	0.398
286	0.667	0.718	0.723	0.527
287	0.01	0.071	0.522	0.95
288	0.413	0.358	0.453	0.182
289	0.468	0.825	0.311	0.034
290	0.959	0.318	0.851	0.3
291	0.183	0.583	0.291	0.878
292	0.765	0.544	0.699	0.488
293	0.656	0.498	0.142	0.178
294	0.369	0.591	0.805	0.821
295	0.848	0.29	0.598	0.16
296	0.808	0.119	0.641	0.659
297	0.357	0.842	0.002	0.648
298	0.983	0.413	0.264	0.681
299	0.335	0.338	0.399	0.477
300	0.847	0.845	0.108	0.652
301	0.881	0.5	0.956	0.478
302	0.28	0.286	0.778	0.921
303	0.197	0.279	0.787	0.199
304	0.507	0.182	0.34	0.771
305	0.242	0.106	0.201	0.641
306	0.717	0.488	0.428	0.825
307	0.095	0.706	0.64	0.051
308	0.3	0.331	0.47	0.078
309	0.416	0.275	0.531	0.203
310	0.458	0.71	0.656	0.798
311	0.52	0.04	0.586	0.721
312	0.169	0.439	0.17	0.596
313	0.31	0.691	0.969	0.949
314	0.153	0.249	0.073	0.624
315	0.325	0.039	0.602	0.856
316	0.076	0.313	0.952	0.733
317	0.432	0.253	0.151	0.018
318	0.833	0.187	0.413	0.003
319	0.677	0.312	0.474	0.646
320	0.216	0.799	0.511	0.289
321	0.838	0.615	0.462	0.44
322	0.704	0.516	0.783	0.655
323	0.895	0.087	0.501	0.046
324	0.475	0.879	0.292	0.888
325	0.076	0.565	0.195	0.55
326	0.457	0.766	0.011	0.968
327	0.434	0.805	0.67	0.896
328	0.14	0.599	0.761	0.924
329	0.009	0.818	0.342	0.51
330	0.448	0.986	0.744	0.74
331	0.626	0.816	0.44	0.821
332	0.651	0.278	0.132	0.662
333	0.187	0.095	0.051	0.857
334	0.295	0.998	0.59	0.056
335	0.845	0.065	0.74	0.187
336	0.605	0.635	0.561	0.349
337	0.436	0.975	0.19	0.875
338	0.555	0.526	0.074	0.687
339	0.32	0.874	0.283	0.371
340	0.274	0.666	0.73	0.865
341	0.651	0.71	0.787	0.391
342	0.362	0.996	0.531	0.924
343	0.906	0.359	0.32	0.096
344	0.116	0.651	0.76	0.191
345	0.948	0.511	0.213	0.232
346	0.944	0.506	0.547	0.674
347	0.269	0.325	0.081	0.056
348	0.977	0.418	0.712	0.509
349	0.056	0.415	0.701	0.376
350	0.935	0.493	0.162	0.695
351	0.501	0.644	0.194	0.713
352	0.075	0.658	0.381	0.622
353	0.752	0.891	0.657	0.833
354	0.373	0.81	0.365	0.084
355	0.707	0.141	0.734	0.407
356	0.244	0.342	0.01	0.407
357	0.694	0.907	0.681	0.888
358	0.557	0.963	0.278	0.938
359	0.609	0.69	0.477	0.266
360	0.424	0.639	0.333	0.789
361	0.652	0.496	0.864	0.386
362	0.381	0.63	0.246	0.391
363	0.283	0.085	0.944	0.965
364	0.564	0.521	0.936	0.842
365	0.521	0.451	0.15	0.998
366	0.672	0.422	0.356	0.005
367	0.079	0.657	0.707	0.943
368	0.61	0.324	0.673	0.856
369	0.71	0.139	0.8	0.653
370	0.773	0.217	0.625	0.708
371	0.085	0.23	0.51	0.235
372	0.227	0.907	0.65	0.583
373	0.861	0.662	0.57	0.567
374	0.613	0.177	0.929	0.286
375	0.644	0.996	0.172	0.445
376	0.276	0.217	0.866	0.902
377	0.925	0.987	0.156	0.435
378	0.383	0.663	0.128	0.033
379	0.041	0.893	0.908	0.611
380	0.513	0.224	0.638	0.442
381	0.671	0.087	0.505	0.843
382	0.154	0.12	0.749	0.02
383	0.675	0.946	0.008	0.83
384	0.229	0.214	0.044	0.358
385	0.29	0.399	0.14	0.198
386	0.6	0.712	0.233	0.238
387	0.742	0.909	0.241	0.248
388	0.772	0.402	0.872	0.521
389	0.893	0.196	0.368	0.901
390	0.749	0.131	0.24	0.793
391	0.486	0.083	0.887	0.626
392	0.896	0.226	0.993	0.129
393	0.147	0.872	0.373	0.388
394	0.126	0.16	0.521	0.998
395	0.943	0.891	0.877	0.311
396	0.904	0.06	0.924	0.143
397	0.412	0.63	0.935	0.299
398	0.216	0.195	0.481	0.209
399	0.946	0.356	0.196	0.319
400	0.315	0.445	0.903	0.836
401	0.585	0.78	0.335	0.462
402	0.127	0.366	0.151	0.051
403	0.004	0.463	0.139	0.939
404	0.394	0.155	0.958	0.876
405	0.282	0.821	0.719	0.478
406	0.463	0.793	0.585	0.366
407	0.029	0.951	0.409	0.363
408	0.501	0.491	0.779	0.652
409	0.288	0.655	0.005	0.427
410	0.767	0.821	0.749	0.725
411	0.113	0.007	0.518	0.832
412	0.658	0.295	0.278	0.244
413	0.908	0.272	0.612	0.317
414	0.025	0.818	0.126	0.804
415	0.668	0.092	0.125	0.673
416	0.719	0.44	0.341	0.468
417	0.037	0.581	0.172	0.555
418	0.657	0.213	0.709	0.935
419	0.37	0.843	0.729	0.982
420	0.364	0.007	0.978	0.49
421	0.448	0.158	0.903	0.572
422	0.423	0.292	0.27	0.763
423	0.435	0.8	0.341	0.607
424	0.755	0.265	0.569	0.464
425	0.026	0.834	0.043	0.755
426	0.204	0.119	0.822	0.182
427	0.633	0.63	0.767	0.536
428	0.598	0.959	0.493	0.868
429	0.253	0.303	0.522	0.595
430	0.878	0.35	0.175	0.447
431	0.375	0.473	0.648	0.418
432	0.463	0.622	0.347	0.285
433	0.957	0.917	0.434	0.724
434	0.636	0.322	0.412	0.129
435	0.134	0.382	0.494	0.656
436	0.404	0.534	0.328	0.579
437	0.142	0.955	0.454	0.789
438	0.681	0.252	0.995	0.029
439	0.799	0.986	0.454	0.233
440	0.908	0.869	0.033	0.32
441	0.223	0.454	0.38	0.717
442	0.357	0.121	0.644	0.685
443	0.625	0.827	0.655	0.079
444	0.028	0.76	0.868	0.023
445	0.405	0.823	0.774	0.859
446	0.485	0.766	0.925	0.517
447	0.922	0.74	0.54	0.302
448	0.65	0.66	0.578	0.294
449	0.278	0.919	0.171	0.933
450	0.787	0.961	0.757	0.655
451	0.546	0.06	0.807	0.321
452	0.863	0.805	0.685	0.788
453	0.771	0.71	0.063	0.311
454	0.519	0.961	0.673	0.097
455	0.017	0.375	0.173	0.189
456	0.17	0.976	0.269	0.928
457	0.254	0.474	0.691	0.061
458	0.609	0.925	0.6	0.294
459	0.922	0.065	0.423	0.985
460	0.436	0.504	0.336	0.108
461	0.591	0.126	0.976	0.764
462	0.285	0.934	0.29	0.554
463	0.921	0.808	0.336	0.611
464	0.13	0.22	0.794	0.729
465	0.506	0.652	0.579	0.93
466	0.955	0.366	0.14	0.292
467	0.742	0.882	0.6	0.718
468	0.914	0.003	0.581	0.204
469	0.443	0.125	0.364	0.778
470	0.233	0.908	0.957	0.027
471	0.471	0.534	0.289	0.051
472	0.926	0.006	0.829	0.066
473	0.303	0.808	0.18	0.903
474	0.826	0.817	0.529	0.406
475	0.086	0.849	0.146	0.45
476	0.883	0.683	0.536	0.84
477	0.173	0.311	0.244	0.463
478	0.707	0.388	0.367	0.536
479	0.664	0.839	0.262	0.844
480	0.788	0.67	0.559	0.317
481	0.58	0.402	0.925	0.727
482	0.553	0.61	0.535	0.088
483	0.246	0.262	0.76	0.49
484	0.122	0.197	0.112	0.489
485	0.566	0.154	0.572	0.828
486	0.314	0.616	0.668	0.873
487	0.744	0.453	0.335	0.669
488	0.187	0.222	0.789	0.722
489	0.239	0.968	0.572	0.999
490	0.296	0.121	0.655	0.408
491	0.388	0.974	0.764	0.96
492	0.762	0.275	0.418	0.429
493	0.35	0.173	0.601	0.685
494	0.781	0.872	0.065	0.57
495	0.375	0.809	0.562	0.947
496	0.02	0.243	0.929	0.675
497	0.539	0.063	0.626	0.303
498	0.428	0.065	0.299	0.845
499	0.446	0.196	0.667	0.047
500	0.51	0.829	0.752	0.575
501	0.346	0.95	0.208	0.908
502	0.016	0.928	0.141	0.946
503	0.793	0.485	0.667	0.418
504	0.691	0.846	0.853	0.99
505	0.347	0.436	0.887	0.015
506	0.768	0.525	0.312	0.52
507	0.711	0.866	0.05	0.919
508	0.948	0.936	0.702	0.089
509	0.306	0.882	0.367	0.973
510	0.155	0.664	0.147	0.009
511	0.838	0.356	0.09	0.725
512	0.573	0.493	0.896	0.885
513	0.996	0.596	0.879	0.046
514	0.653	0.994	0.451	0.356
515	0.333	0.662	0.966	0.699
516	0.266	0.855	0.299	0.413
517	0.952	0.251	0.219	0.042
518	0.59	0.615	0.469	0.486
519	0.482	0.481	0.097	0.361
520	0.612	0.014	0.521	0.063
521	0.605	0.396	0.031	0.571
522	0.666	0.837	0.95	0.965
523	0.813	0.917	0.5	0.033
524	0.476	0.623	0.574	0.945
525	0.075	0.427	0.59	0.171
526	0.117	0.784	0.803	0.638
527	0.173	0.243	0.243	0.204
528	0.339	0.87	0.65	0.289
529	0.899	0.103	0.752	0.399
530	0.711	0.875	0.758	0.285
531	0.866	0.359	0.247	0.456
532	0.036	0.572	0.314	0.839
533	0.162	0.012	0.454	0.405
534	0.268	0.744	0.087	0.918
535	0.922	0.817	0.135	0.674
536	0.27	0.384	0.091	0.028
537	0.911	0.894	0.029	0.158
538	0.559	0.194	0.922	0.874
539	0.133	0.035	0.046	0.587
540	0.262	0.854	0.184	0.349
541	0.216	0.271	0.59	0.351
542	0.806	0.622	0.329	0.897
543	0.999	0.808	0.544	0.027
544	0.894	0.587	0.161	0.816
545	0.195	0.949	0.496	0.241
546	0.936	0.503	0.391	0.119
547	0.163	0.336	0.124	0.753
548	0.069	0.559	0.309	0.398
549	0.959	0.397	0.264	0.503
550	0.231	0.398	0.01	0.392
551	0.471	0.586	0.163	0.967
552	0.7	0.902	0.33	0.09
553	0.182	0.253	0.358	0.306
554	0.045	0.375	0.564	0.354
555	0.02	0.313	0.169	0.284
556	0.593	0.514	0.214	0.604
557	0.428	0.074	0.493	0.592
558	0.32	0.291	0.943	0.65
559	0.965	0.832	0.635	0.323
560	0.64	0.368	0.513	0.205
561	0.286	0.225	0.035	0.455
562	0.852	0.048	0.023	0.066
563	0.929	0.494	0.726	0.421
564	0.767	0.741	0.377	0.71
565	0.759	0.676	0.223	0.394
566	0.361	0.034	0.367	0.874
567	0.089	0.16	0.463	0.125
568	0.971	0.977	0.663	0.994
569	0.315	0.923	0.537	0.041
570	0.623	0.808	0.085	0.001
571	0.476	0.76	0.194	0.699
572	0.193	0.06	0.187	0.56
573	0.426	0.65	0.094	0.889
574	0.709	0.86	0.751	0.372
575	0.794	0.687	0.777	0.331
576	0.122	0.955	0.536	0.207
577	0.055	0.682	0.715	0.249
578	0.869	0.442	0.441	0.056
579	0.375	0.482	0.652	0.469
580	0.427	0.178	0.231	0.178
581	0.086	0.972	0.238	0.863
582	0.966	0.985	0.258	0.503
583	0.214	0.557	0.874	0.929
584	0.254	0.798	0.248	0.695
585	0.251	0.07	0.336	0.903
586	0.706	0.33	0.718	0.938
587	0.268	0.023	0.48	0.506
588	0.783	0.473	0.871	0.041
589	0.062	0.255	0.533	0.936
590	0.339	0.19	0.982	0.587
591	0.836	0.838	0.956	0.172
592	0.495	0.878	0.072	0.213
593	0.58	0.481	0.839	0.059
594	0.725	0.842	0.46	0.596
595	0.435	0.658	0.139	0.968
596	0.323	0.307	0.785	0.305
597	0.67	0.141	0.732	0.626
598	0.474	0.121	0.191	0.546
599	0.006	0.125	0.814	0.845
600	0.801	0.57	0.027	0.261
601	0.911	0.697	0.825	0.049
602	0.419	0.372	0.972	0.204
603	0.866	0.874	0.819	0.598
604	0.132	0.072	0.621	0.322
605	0.954	0.329	0.743	0.768
606	0.927	0.57	0.744	0.954
607	0.911	0.865	0.528	0.736
608	0.193	0.155	0.286	0.164
609	0.964	0.03	0.233	0.782
610	0.733	0.914	0.7	0.354
611	0.317	0.308	0.565	0.06
612	0.739	0.987	0.646	0.484
613	0.477	0.395	0.806	0.005
614	0.72	0.198	0.286	0.006
615	0.645	0.969	0.392	0.878
616	0.02	0.611	0.665	0.72
617	0.902	0.037	0.273	0.467
618	0.349	0.206	0.085	0.995
619	0.026	0.472	0.084	0.832
620	0.215	0.552	0.675	0.501
621	0.037	0.146	0.527	0.429
622	0.279	0.449	0.635	0.944
623	0.6	0.845	0.207	0.873
624	0.304	0.222	0.518	0.389
625	0.207	0.415	0.69	0.292
626	0.168	0.506	0.799	0.843
627	0.357	0.88	0.153	0.883
628	0.176	0.162	0.758	0.811
629	0.927	0.411	0.951	0.134
630	0.263	0.438	0.507	0.781
631	0.724	0.989	0.242	0.415
632	0.49	0.582	0.787	0.289
633	0.794	0.645	0.305	0.946
634	0.614	0.123	0.691	0.372
635	0.797	0.3	0.345	0.748
636	0.629	0.011	0.872	0.136
637	0.699	0.861	0.781	0.941
638	0.061	0.431	0.857	0.848
639	0.282	0.642	0.365	0.587
640	0.893	0.201	0.711	0.584
641	0.645	0.38	0.872	0.99
642	0.306	0.619	0.14	0.178
643	0.932	0.877	0.616	0.714
644	0.891	0.775	0.249	0.748
645	0.969	0.03	0.265	0.333
646	0.852	0.227	0.817	0.563
647	0.39	0.207	0.191	0.262
648	0.319	0.568	0.816	0.459
649	0.572	0.392	0.623	0.188
650	0.441	0.079	0.88	0.69
651	0.503	0.659	0.857	0.768
652	0.474	0.62	0.219	0.291
653	0.03	0.681	0.391	0.221
654	0.588	0.54	0.511	0.404
655	0.257	0.976	0.391	0.88
656	0.497	0.321	0.243	0.377
657	0.069	0.88	0.67	0.926
658	0.663	0.4	0.269	0.882
659	0.452	0.912	0.372	0.843
660	0.315	0.431	0.673	0.826
661	0.672	0.084	0.812	0.064
662	0.976	0.56	0.285	0.218
663	0.296	0.288	0.817	0.967
664	0.466	0.629	0.614	0.735
665	0.305	0.187	0.423	0.677
666	0.556	0.992	0.46	0.229
667	0.296	0.901	0.902	0.107
668	0.866	0.083	0.525	0.151
669	0.462	0.447	0.589	0.279
670	0.803	0.745	0.043	0.417
671	0.554	0.722	0.666	0.978
672	0.696	0.534	0.39	0.156
673	0.209	0.452	0.664	0.11
674	0.629	0.976	0.642	0.154
675	0.943	0.616	0.574	0.532
676	0.987	0.334	0.64	0.03
677	0.12	0.584	0.473	0.787
678	0.872	0.482	0.095	0.262
679	0.858	0.471	0.09	0.522
680	0.649	0.15	0.558	0.291
681	0.684	0.233	0.92	0.258
682	0.815	0.245	0.099	0.455
683	0.851	0.575	0.86	0.324
684	0.422	0.196	0.844	0.517
685	0.482	0.375	0.929	0.573
686	0.511	0.221	0.047	0.068
687	0.351	0.753	0.745	0.271
688	0.51	0.086	0.256	0.61
689	0.532	0.46	0.116	0.392
690	0.477	0.814	0.98	0.321
691	0.439	0.803	0.707	0.368
692	0.603	0.879	0.597	0.651
693	0.109	0.002	0.7	0.855
694	0.711	0.365	0.359	0.967
695	0.899	0.499	0.435	0.015
696	0.219	0.492	0.705	0.2
697	0.036	0.639	0.616	0.742
698	0.992	0.346	0.885	0.589
699	0.832	0.698	0.999	0.532
700	0.272	0.243	0.918	0.631
701	0.893	0.53	0.708	0.328
702	0.599	0.548	0.037	0.304
703	0.85	0.339	0.386	0.466
704	0.392	0.458	0.428	0.278
705	0.424	0.11	0.745	0.423
706	0.299	0.695	0.885	0.217
707	0.094	0.11	0.856	0.803
708	0.401	0.402	0.985	0.438
709	0.733	0.288	0.045	0.118
710	0.126	0.511	0.212	0.554
711	0.259	0.978	0.899	0.004
712	0.541	0.303	0.096	0.425
713	0.422	0.52	0.629	0.278
714	0.067	0.679	0.724	0.052
715	0.429	0.785	0.406	0.474
716	0.16	0.6	0.414	0.371
717	0.203	0.63	0.132	0.101
718	0.534	0.642	0.937	0.63
719	0.456	0.051	0.587	0.085
720	0.909	0.152	0.008	0.633
721	0.126	0.062	0.989	0.531
722	0.892	0.691	0.137	0.306
723	0.291	0.508	0.692	0.423
724	0.327	0.957	0.252	0.264
725	0.319	0.72	0.638	0.906
726	0.967	0.815	0.958	0.975
727	0.162	0.101	0.511	0.151
728	0.047	0.042	0.322	0.184
729	0.384	0.474	0.856	0.077
730	0.466	0.404	0.855	0.717
731	0.441	0.036	0.387	0.079
732	0.193	0.046	0.757	0.15
733	0.206	0.312	0.121	0.717
734	0.753	0.764	0.505	0.075
735	0.853	0.459	0.422	0.709
736	0.319	0.175	0.94	0.174
737	0.607	0.615	0.929	0.994
738	0.871	0.187	0.739	0.629
739	0.76	0.835	0.649	0.881
740	0.112	0.633	0.315	0.617
741	0.262	0.47	0.168	0.684
742	0.704	0.003	0.355	0.643
743	0.247	0.25	0.791	0.176
744	0.485	0.047	0.431	0.224
745	0.768	0.984	0.511	0.417
746	0.062	0.529	0.498	0.377
747	0.206	0.639	0.616	0.374
748	0.795	0.078	0.325	0.15
749	0.502	0.397	0.971	0.293
750	0.216	0.778	0.62	0.646
751	0.296	0.414	0.986	0.807
752	0.851	0.869	0.361	0.349
753	0.507	0.555	0.884	0.122
754	0.207	0.917	0.007	0.532
755	0.729	0.034	0.464	0.7
756	0.037	0.915	0.105	0.657
757	0.108	0.953	0.976	0.094
758	0.808	0.945	0.629	0.169
759	0.874	0.675	0.849	0.758
760	0.779	0.965	0.715	0.786
761	0.782	0.514	0.531	0.246
762	0.858	0.282	0.13	0.963
763	0.692	0.071	0.893	0.668
764	0.653	0.476	0.11	0.281
765	0.404	0.156	0.32	0.253
766	0.118	0.032	0.879	0.833
767	0.376	0.615	0.332	0.907
768	0.547	0.765	0.143	0.676
769	0.082	0.368	0.8	0.975
770	0.965	0.628	0.513	0.076
771	0.158	0.48	0.065	0.478
772	0.978	0.596	0.765	0.857
773	0.583	0.234	0.043	0.915
